5954	1
436	2
7806	3
8588	4
9356	5
4775	6
1584	7
6778	8
3306	9
2677	10
3709	11
4438	12
7878	13
2190	14
7496	15
6335	16
9530	17
2164	18
245	19
3336	20
893	21
8219	22
6528	23
5843	24
9580	25
6479	26
871	27
3702	28
1033	29
9671	30
5203	31
3115	32
9389	33
5470	34
327	35
3799	36
5104	37
5555	38
5601	39
30	40
9810	41
2655	42
4743	43
5864	44
3964	45
7178	46
7335	47
4829	48
7714	49
9922	50
1344	51
8070	52
2300	53
276	54
8130	55
4516	56
2585	57
5080	58
5837	59
7288	60
6816	61
7790	62
2189	63
9375	64
4627	65
7065	66
1438	67
6509	68
8936	69
8414	70
5331	71
8907	72
7757	73
3934	74
9092	75
899	76
2596	77
4806	78
7236	79
50	80
1804	81
7738	82
1751	83
126	84
1069	85
7213	86
7768	87
5078	88
9835	89
5006	90
9645	91
6568	92
5474	93
3166	94
3262	95
3752	96
5603	97
4754	98
670	99
7317	100
4142	101
9712	102
5704	103
5460	104
1124	105
2980	106
3284	107
3522	108
7196	109
1789	110
2070	111
2898	112
23	113
3741	114
4903	115
6841	116
2580	117
2848	118
2644	119
3634	120
1547	121
3475	122
8129	123
7142	124
6086	125
5579	126
8490	127
5526	128
6572	129
5424	130
9677	131
4280	132
7018	133
8487	134
3863	135
7197	136
9436	137
6055	138
734	139
1143	140
4901	141
6522	142
1041	143
8875	144
7586	145
260	146
4165	147
8639	148
5761	149
5578	150
5416	151
6205	152
9564	153
1446	154
3670	155
3736	156
6933	157
9424	158
6695	159
471	160
2886	161
7322	162
9419	163
1455	164
5593	165
3652	166
6636	167
8669	168
1905	169
7050	170
5494	171
6531	172
5513	173
98	174
237	175
8782	176
4163	177
6057	178
6059	179
4408	180
6294	181
7551	182
5675	183
1949	184
7622	185
1467	186
5293	187
2723	188
8285	189
4603	190
1838	191
3382	192
8318	193
3739	194
8891	195
4561	196
6654	197
8505	198
1195	199
5122	200
2363	201
277	202
4748	203
6674	204
6887	205
1686	206
6669	207
7182	208
3025	209
9867	210
326	211
5461	212
6759	213
9478	214
9846	215
3258	216
5010	217
5695	218
8187	219
6672	220
4262	221
6156	222
4740	223
4659	224
5677	225
5456	226
5899	227
6798	228
768	229
8404	230
2666	231
7923	232
8168	233
1859	234
8089	235
4382	236
8236	237
6239	238
9113	239
2827	240
3985	241
5588	242
6389	243
8812	244
142	245
9836	246
9177	247
783	248
7899	249
5072	250
3273	251
3203	252
3624	253
9243	254
3366	255
2929	256
5976	257
9494	258
3026	259
546	260
8661	261
3371	262
564	263
6336	264
7862	265
6017	266
6004	267
3083	268
6311	269
5012	270
4540	271
3278	272
6936	273
293	274
5591	275
730	276
6538	277
9596	278
2504	279
49	280
562	281
7041	282
1996	283
540	284
6962	285
9787	286
6265	287
7392	288
9245	289
1166	290
9688	291
1022	292
3049	293
6969	294
3681	295
57	296
6077	297
3685	298
1572	299
535	300
7085	301
7413	302
2238	303
4997	304
9443	305
9803	306
1524	307
964	308
5316	309
1002	310
5117	311
5985	312
