544	106	14	18.38
104	2483	5	7.85
2545	1819	3	32.9
189	834	3	8.14
229	535	3	7.44
251	125	19	18.45
12	886	17	10.84
105	671	10	7.56
119	280	20	18.6
643	434	4	21.7
1330	257	13	122.34
6676	211	3	26.32
4416	102	4	8.49
101	115	402	7.22
3727	12	5	6.94
1759	12	9	7.37
3542	119	3	8.4
1250	3670	5	67.76
979	117	14	51.37
450	102	23	7.91
2291	272	3	18.28
104	700	13	10.92
839	331	3	13.57
142	1301	4	9.79
195	622	3	6.83
45	3388	3	28.04
2224	21	4	16.1
4405	127	4	22.67
139	1482	5	15.22
2734	4005	3	41.85
106	2801	4	9.26
102	3892	4	8.49
207	3178	5	44.61
144	4197	3	14.7
586	244	3	8.83
790	111	17	47.96
1781	111	10	42.82
121	859	7	10.8
2153	2	4	7.64
1257	134	4	8.02
3989	107	3	7.9
110	214	28	9.61
191	1551	3	12.05
1964	21	3	9.14
1185	172	5	21.2
5165	5166	3	54.67
135	172	31	33.48
892	118	6	7.05
1199	212	3	11.95
2483	149	3	10.64
4480	116	4	18.46
103	2286	8	21.12
1127	131	5	11.09
105	3370	4	9.98
6861	109	3	12.46
109	1825	10	41.59
2087	3712	5	75.42
1155	107	7	9.82
103	2202	6	8.08
112	2631	5	13.88
195	2004	4	21.33
208	2813	3	17.84
1024	212	3	10.73
141	631	6	10.13
113	2204	5	12.31
106	3974	3	8.03
130	431	7	7.08
188	685	3	6.87
1651	417	6	52.54
157	2183	3	11.54
112	636	10	12.07
254	213	5	6.9
436	12	34	17.4
2493	123	4	12.32
132	1836	3	6.88
4839	121	3	10.73
1657	126	6	20.25
125	3032	3	8.51
142	2662	3	10.72
1841	2770	3	34.9
126	227	17	10.12
908	432	3	16.95
102	254	46	7.72
6836	141	3	18.59
875	125	5	6.9
1607	143	3	6.65
1985	125	4	10.22
103	6753	3	7.92
486	113	10	7.85
154	141	32	23.08
319	104	25	7.51
123	125	66	10.64
1492	1520	4	40.91
3679	8	3	10.33
118	3068	3	6.66
9	4591	3	12.62
101	1196	10	7.62
166	591	4	7.94
130	3095	4	16.06
1138	161	3	8.63
9	2494	3	7.92
321	194	7	15.13
432	103	21	10.29
1193	116	12	44.4
1968	172	3	12.21
2237	148	5	22.83
426	376	6	29.41
1425	246	3	14.58
12	3246	5	6.94
177	355	5	7.54
222	217	13	35.01
197	2	89	213.12
719	111	8	7.14
249	859	3	10.85
592	6192	3	35.16
116	1858	5	11.55
2	1498	6	11.47
647	170	4	8.71
763	4730	4	49.34
162	189	14	17.68
3303	1038	5	66.13
113	4634	3	9.05
169	1440	6	29.21
110	1331	6	9.1
8	3555	3	10.33
103	5223	3	7.92
114	4037	4	17.58
21	369	14	35.5
2756	396	6	64.59
1186	253	3	13.57
437	136	10	17.29
104	956	10	9.69
109	6861	3	12.46
132	2391	3	8.57
13	3473	3	12.13
2985	1091	4	46.91
122	3650	3	8.68
2	230	23	9.11
246	364	4	9.54
511	634	3	15.74
106	3058	6	24.52
3037	131	4	15.83
1416	106	7	13.69
149	173	16	7.74
158	4430	3	17.49
3782	157	3	15.24
2372	125	5	19.29
807	112	9	12.57
201	110	36	19.08
137	1103	4	8.5
107	4114	3	7.9
5947	511	3	34.19
1171	506	14	164.87
190	108	38	12.4
1045	128	8	24.69
333	188	5	7.93
2640	388	7	75.2
116	2168	4	8.21
162	3903	3	18.22
1752	6050	3	42.45
450	349	5	22.45
1045	275	3	13.7
190	311	7	14.31
57	192	12	8.11
262	157	8	8.72
1944	106	5	9.17
1530	506	11	128.29
116	527	12	16.57
1649	125	5	13.04
187	1002	3	9.1
585	213	4	12.14
163	1189	3	8.95
109	12	936	362.26
4353	104	4	12.19
108	1537	5	6.73
388	104	21	10.27
3427	128	4	18.06
494	110	11	8.93
124	2545	3	7.3
104	450	22	19.85
142	2012	3	7.85
219	717	3	8.65
999	274	3	14
16	7	11	12.96
175	479	4	7.08
212	122	23	12.91
2203	101	7	9.47
110	2289	5	11.21
2383	105	5	10.62
16	133	63	7.19
161	1338	8	43.53
492	271	3	8.67
277	411	3	7.44
12	333	53	28.11
276	1211	3	14.56
12	127	364	34.66
4439	103	4	10.56
342	205	5	10.37
422	120	11	10.89
115	2470	4	9.28
1168	176	3	9.66
8	1113	14	78.71
324	183	6	9.95
4229	134	4	23.71
126	869	5	7.1
4876	103	4	10.56
324	114	16	8.4
573	207	3	7.65
111	6736	3	12.83
178	219	9	11.71
6362	116	3	13.84
103	111	390	26.17
1809	109	6	12.55
1321	103	8	6.9
4238	116	3	9.55
331	571	3	10.9
3101	488	6	68.95
1483	770	3	24.58
132	1433	4	9.18
184	1617	3	11.49
103	306	31	8.45
107	1052	7	8.9
151	296	8	7.83
1868	4026	3	38.71
292	400	3	7.59
16	5834	3	14.83
4591	102	4	8.49
4551	143	3	14.42
396	15	19	162.46
2542	115	4	9.28
57	1611	3	8.62
9	13	99	140.76
4790	113	3	13.32
785	135	5	8.22
3712	104	5	15.24
1249	635	3	21.34
584	291	3	10.14
105	3927	3	6.83
120	1666	4	7.43
12	3844	5	6.94
6809	112	3	13.06
501	199	4	10.2
876	157	5	14.77
335	145	29	97.73
4813	112	3	8.8
140	12	275	22.46
192	113	29	7.7
2933	119	3	6.99
529	110	10	7.55
8	3810	4	17.55
178	2773	4	24.31
431	147	6	7.49
182	171	32	84.93
139	827	5	9.3
4569	112	4	17.42
481	531	3	14.13
2	1816	5	9.55
1718	104	6	6.79
117	112	133	8.19
9	520	7	8.38
209	143	13	7.28
14	234	111	13.74
234	337	4	7.52
14	309	72	8.9
2249	12	8	11.1
14	106	1249	13.36
2044	8	3	6.85
163	177	13	12.92
14	159	255	8.25
114	2510	4	8.72
131	195	18	9.07
16	1141	5	8.06
2198	158	3	11.61
402	134	10	14.24
2	3489	3	7.09
116	3759	3	7.53
59	1651	3	10.32
160	1071	3	7.11
153	303	8	10.22
248	111	23	10.76
112	136	91	21.74
3883	9	3	17
331	144	9	9.63
13	103	159	17.86
188	16	25	8.2
12	1143	13	9.03
3350	181	5	39.92
6083	2	3	13.36
355	301	3	6.86
108	4920	3	7.89
561	5683	3	35.6
806	253	3	11.02
113	1322	5	6.72
6859	111	3	12.83
2779	120	3	7.08
662	120	8	10.75
8	101	266	20.26
294	629	3	10.7
189	324	8	18.97
112	1409	5	7.16
103	1252	10	12.14
914	158	3	6.82
1760	510	3	22.02
105	103	540	44.53
184	752	7	27.98
332	170	6	8.02
1961	105	5	7.33
112	1544	5	8.06
3080	122	3	7.26
5566	3377	3	50.17
4855	1113	4	53.84
259	1142	3	13.24
6187	104	3	9.14
438	121	9	7.15
220	102	60	11.04
101	4584	4	8.36
262	410	3	6.94
126	3179	4	17.24
110	647	27	113.91
5378	1034	3	39.23
206	400	4	8.6
128	106	101	10.98
239	12	66	7.11
195	177	9	8.61
1346	168	3	9.13
6385	104	3	9.14
201	914	3	10.22
296	12	48	7.43
1402	518	3	21.12
137	177	17	7.16
6621	903	3	38.1
2444	104	6	13.04
296	168	8	13.21
498	152	5	6.97
331	1520	3	17.47
12	361	40	10.69
12	436	34	17.4
109	4870	3	8.23
146	2058	3	9.43
3584	121	3	8.67
116	5095	3	13.84
111	1799	10	42.82
3011	123	3	8.2
6483	1508	3	41.17
1092	159	3	7.52
150	8	34	7.22
2	2224	4	7.64
110	4566	3	8.37
102	2019	8	11.56
5286	466	3	33.68
521	673	3	15.92
252	372	11	53.69
109	394	16	12.95
1017	1382	8	91.31
361	1649	3	18.47
104	6288	3	9.14
1262	111	7	13.51
1426	116	5	8.24
115	960	6	7.6
267	170	8	10.88
1959	122	9	45.26
2894	101	6	12.54
274	665	6	31.72
466	248	3	7.58
57	371	6	7.33
1109	2178	4	42.11
1113	831	3	23.25
327	158	7	9.67
5318	9	3	17
327	105	45	90.27
1102	191	3	10.06
4929	111	3	8.58
1840	118	4	7.8
660	764	11	104.63
3869	109	4	11.88
103	2690	5	8.41
103	4730	4	10.56
134	1130	5	11.61
157	560	4	7.21
215	1702	5	30.36
1088	244	3	12.83
2057	136	3	7.94
262	1164	3	13.56
506	9	8	11
743	116	7	7.4
2560	189	5	33.07
1718	148	4	13.53
425	453	4	18.25
141	226	14	11.17
248	256	5	9.02
254	600	3	11.14
120	3371	3	8.5
605	2485	7	83.64
12	1126	14	13.47
238	548	3	8.11
149	1793	3	8.2
150	1386	3	7.28
282	343	4	9.99
113	400	16	17.96
191	2515	7	57.76
1482	147	3	6.76
59	1756	3	10.32
265	805	3	11.75
952	12	15	6.8
6754	138	3	18.16
145	486	6	8.14
150	1565	3	8.42
324	527	3	10.36
318	102	36	8.36
2342	8	3	7.75
897	182	3	8.38
207	126	40	81.82
120	3628	3	8.5
834	272	3	11.85
2247	361	8	84.15
3268	106	3	8.03
722	108	10	11.76
650	121	7	7.64
118	4509	3	10.1
594	110	9	7.12
115	3331	3	7.34
107	2235	4	7.44
129	3224	3	10.61
217	222	13	35.01
136	6814	3	18.02
113	250	26	18.02
111	6859	3	12.83
175	1142	3	8.93
2456	147	4	16.75
141	4688	4	24.79
138	1971	3	7.3
2232	143	4	14.38
21	1867	4	14.89
7	16	11	12.96
501	116	11	12.81
967	101	14	13.68
108	221	40	31.36
12	3863	5	6.94
112	2774	6	26.14
1108	6047	3	40.12
220	1155	3	11.79
2954	127	6	34.02
141	479	6	6.99
231	153	9	7.47
110	1827	5	8.45
1800	131	4	10.46
176	105	47	9.38
6786	103	3	7.92
117	509	9	7.94
314	101	41	16.88
4953	1162	4	53.19
162	683	7	23.59
2	2059	4	8.94
516	251	3	7.98
139	1006	4	7.35
4084	324	4	40.17
292	353	6	20.89
104	6491	3	9.14
1242	757	4	32.25
4820	114	3	8.92
109	144	70	6.8
115	780	7	7.05
783	859	3	19.7
4170	101	4	8.36
388	148	9	15.69
1177	5783	3	40.12
679	189	3	6.93
938	101	14	11.71
327	413	3	8.75
399	2978	6	65.12
2	634	9	10.45
566	2	9	7.77
9	1497	4	8.36
539	134	6	7.44
5592	105	3	10.98
1497	165	4	16.11
16	3026	3	7.04
148	509	5	6.69
6755	103	3	7.92
274	860	3	12.97
862	181	3	7.65
4766	102	4	8.49
1816	115	5	9.96
350	208	4	6.96
12	113	734	151.94
164	12	181	75.74
147	2456	4	16.75
492	125	7	6.76
1542	1184	3	27.92
12	182	117	14.69
170	2156	3	12.37
105	397	15	6.84
125	3645	3	9.97
104	2838	4	7.68
119	1092	15	74.05
4544	112	3	8.8
122	1131	5	7.72
121	3127	3	7.25
185	102	87	19.33
4869	295	3	24.83
165	4796	4	31.06
3286	108	4	11.42
1077	579	16	196.53
1846	106	8	26.7
760	132	6	10.84
141	1812	5	17.59
1986	104	9	27.45
274	563	3	10.33
3963	128	3	12.82
2591	112	6	20.64
900	135	6	13.62
196	175	10	10.73
112	3427	3	6.81
183	1492	3	10.95
170	535	4	7.26
1688	162	3	10.78
5429	106	3	12.25
125	1287	5	11.14
602	343	4	18.08
232	1251	3	13.05
119	2888	3	6.99
903	442	3	17.06
116	4250	3	9.55
2554	1421	7	99.4
160	1477	3	8.84
554	219	3	7.43
165	467	5	10.61
627	111	9	8.11
2739	103	5	8.41
3841	111	5	21.39
106	165	69	57.62
6049	103	3	7.92
185	806	3	7.85
404	246	5	15.75
132	709	5	6.63
1452	246	3	14.58
310	2229	8	80.33
118	3816	3	8.06
1572	2000	3	30.33
174	228	10	14.01
751	186	3	7.98
6477	116	3	13.84
608	158	4	7.29
3682	101	5	10.45
164	748	5	13.97
6860	109	3	12.46
950	172	4	12.3
5261	105	3	10.98
496	196	4	9.63
136	165	22	10.85
150	1748	3	8.42
354	101	30	6.67
207	1038	3	11.57
344	382	4	13.41
513	111	10	7.17
1594	127	6	19.46
